Building_880[1.36032349 -2.39599609 4.20000000][1.44552930 -2.38590991 4.20000000][1.76636401 -2.35192749 4.20000000][1.84908887 -2.34308740 4.20000000][2.09610913 -1.91466382 4.20000000][1.83387097 -1.49459546 4.20000000][1.33392053 -1.54128699 4.20000000][1.10060669 -1.97117078 4.20000000]
Building_881[2.08169434 1.58979407 4.20000000][2.44442090 1.50117700 4.20000000][2.43720288 1.98842932 4.20000000][2.43345142 2.38992944 4.20000000][2.06855347 2.38584253 4.20000000]
Building_882[-3.37204004 -1.52673340 4.20000000][-3.37465894 -1.60377930 4.20000000][-3.37758203 -1.69607837 4.20000000][-2.80492236 -1.70695129 4.20000000][-2.79268311 -1.12765942 4.20000000][-3.36018604 -1.11212292 4.20000000]
Building_883[0.55257776 1.19128711 4.20000000][0.55487036 0.95846783 4.20000000][1.12477551 0.96320691 4.20000000][1.11888342 1.54241162 4.20000000][0.55098462 1.53580395 4.20000000][0.55250336 1.25406372 4.20000000]
Building_884[2.63690894 -0.47058200 4.20000000][2.86642334 -0.89795227 4.20000000][3.34805835 -0.89004273 4.20000000][3.58953442 -0.46628641 4.20000000][3.35366064 -0.04133980 4.20000000][3.11117749 -0.04498238 4.20000000][2.99655151 -0.04559776 4.20000000][2.86704858 -0.04592327 4.20000000]
Building_885[-0.01716392 -3.69801733 4.20000000][0.55360846 -3.71814502 4.20000000][0.57304010 -3.14041162 4.20000000][0.45406042 -3.14109521 4.20000000][0.15570584 -3.13063232 4.20000000][0.00446626 -3.12274390 4.20000000]
Building_886[-1.37685999 -1.15561145 4.20000000][-1.38817126 -1.35296301 4.20000000][-1.10604504 -1.35470911 4.20000000][-0.80602240 -1.36302588 4.20000000][-0.79495636 -0.78555261 4.20000000][-1.36534155 -0.77279511 4.20000000]
Building_887[-1.75156726 2.15852856 4.20000000][-1.51632312 1.72678272 4.20000000][-1.02269080 1.72270825 4.20000000][-0.77483136 2.14522070 4.20000000][-1.01358697 2.57946558 4.20000000][-1.23573901 2.58435352 4.20000000][-1.50249988 2.58722290 4.20000000][-1.62712451 2.37595923 4.20000000]
Building_889[-3.04542700 0.80004688 4.20000000][-2.69359009 0.80429626 4.20000000][-2.69413599 1.19100513 4.20000000][-2.70123926 1.59258643 4.20000000][-3.05469653 1.68495154 4.20000000]
