Building_882[-0.07927039 -3.69868660 4.20000000][-0.07797875 -3.77664471 4.20000000][-0.07758594 -3.86972880 4.20000000][0.49527538 -3.85727668 4.20000000][0.48576871 -3.27796650 4.20000000][-0.08251575 -3.28521562 4.20000000]
Building_883[1.97925413 -1.70277238 4.20000000][2.26130676 -1.69401383 4.20000000][2.32475972 -1.69179738 4.20000000][2.55712986 -1.68498874 4.20000000][2.53755713 -1.11412799 4.20000000][1.95967722 -1.13479924 4.20000000]
Building_884[-2.58501673 -2.60651398 4.20000000][-2.35139108 -3.03109050 4.20000000][-1.86879492 -3.01592636 4.20000000][-1.63401330 -2.58790374 4.20000000][-1.87473941 -2.16685748 4.20000000][-2.11747217 -2.17343402 4.20000000][-2.23200369 -2.17615414 4.20000000][-2.36176252 -2.17806697 4.20000000]
Building_881[-2.04025531 -0.14589114 4.20000000][-1.91771460 -0.52814299 4.20000000][-1.57076597 -0.41674975 4.20000000][-1.81699419 0.33935329 4.20000000][-2.19002914 0.31829187 4.20000000]
Building_887[-0.35940632 0.82080603 4.20000000][-0.10726984 0.39936829 4.20000000][0.38503253 0.41354948 4.20000000][0.61745578 0.84474540 4.20000000][0.36217788 1.26979530 4.20000000][0.14021581 1.26655090 4.20000000][-0.12602308 1.25983572 4.20000000][-0.24275441 1.04290473 4.20000000]
Building_886[2.00502586 -3.90537667 4.20000000][2.38858533 -3.91257858 4.20000000][2.58580899 -3.92203164 4.20000000][2.58443689 -3.63974452 4.20000000][2.59067369 -3.33896732 4.20000000][2.01312685 -3.33531880 4.20000000]
Building_889[2.59478879 0.42691639 4.20000000][2.89321947 0.61395091 4.20000000][2.69272232 0.94412512 4.20000000][2.47777748 1.28472006 4.20000000][2.12775970 1.17937267 4.20000000]
Building_885[-0.12749130 -1.77021527 4.20000000][-0.00856509 -1.76240015 4.20000000][0.28926629 -1.75794923 4.20000000][0.44207278 -1.75866640 4.20000000][0.43369508 -1.18389475 4.20000000][-0.13680412 -1.18966115 4.20000000]
