Building_882:Marker1,Building_882:Marker1,Building_882:Marker1,Building_882:Marker2,Building_882:Marker2,Building_882:Marker2,Building_882:Marker3,Building_882:Marker3,Building_882:Marker3,Building_882:Marker4,Building_882:Marker4,Building_882:Marker4,Building_882:Marker5,Building_882:Marker5,Building_882:Marker5,Building_882:Marker6,Building_882:Marker6,Building_882:Marker6,Building_883:Marker1,Building_883:Marker1,Building_883:Marker1,Building_883:Marker2,Building_883:Marker2,Building_883:Marker2,Building_883:Marker3,Building_883:Marker3,Building_883:Marker3,Building_883:Marker4,Building_883:Marker4,Building_883:Marker4,Building_883:Marker5,Building_883:Marker5,Building_883:Marker5,Building_883:Marker6,Building_883:Marker6,Building_883:Marker6,Building_885:Marker1,Building_885:Marker1,Building_885:Marker1,Building_885:Marker2,Building_885:Marker2,Building_885:Marker2,Building_885:Marker3,Building_885:Marker3,Building_885:Marker3,Building_885:Marker4,Building_885:Marker4,Building_885:Marker4,Building_885:Marker5,Building_885:Marker5,Building_885:Marker5,Building_885:Marker6,Building_885:Marker6,Building_885:Marker6,Building_886:Marker1,Building_886:Marker1,Building_886:Marker1,Building_886:Marker2,Building_886:Marker2,Building_886:Marker2,Building_886:Marker3,Building_886:Marker3,Building_886:Marker3,Building_886:Marker4,Building_886:Marker4,Building_886:Marker4,Building_886:Marker5,Building_886:Marker5,Building_886:Marker5,Building_886:Marker6,Building_886:Marker6,Building_886:Marker6
-2619.112793,-3072.782959,1505.027954,-2711.29541,-3067.177734,1505.820801,-2584.715332,-2502.022705,1501.862793,-3162.505371,-2464.470459,1501.834106,-2788.968506,-3061.243652,1506.213745,-3201.794189,-3031.780518,1504.375244,-2278.743652,649.085571,1521.604248,-2277.145752,1219.475464,1524.536377,-2855.240967,1220.688354,1524.203369,-2856.328125,652.718872,1522.058594,-2510.718994,650.437012,1522.122925,-2574.357178,651.097046,1521.936279,-3394.4021,3192.964111,1529.525146,-3429.45166,2625.119385,1528.942627,-2848.817871,2599.513428,1531.238037,-3126.535645,2605.057861,1528.479614,-3238.48291,3195.364746,1529.056519,-2818.0979,3168.693604,1530.893799,-3097.711426,-1044.407715,1510.970459,-2495.016602,-493.19104,1510.760132,-3013.228516,-1051.491211,1508.503296,-2580.644043,-1067.975342,1509.097778,-2517.229736,-1063.469849,1508.502319,-3075.647949,-473.072693,1513.050171
