Building_880:Marker1,Building_880:Marker1,Building_880:Marker1,Building_880:Marker2,Building_880:Marker2,Building_880:Marker2,Building_880:Marker3,Building_880:Marker3,Building_880:Marker3,Building_880:Marker4,Building_880:Marker4,Building_880:Marker4,Building_880:Marker5,Building_880:Marker5,Building_880:Marker5,Building_881:Marker1,Building_881:Marker1,Building_881:Marker1,Building_881:Marker2,Building_881:Marker2,Building_881:Marker2,Building_881:Marker3,Building_881:Marker3,Building_881:Marker3,Building_881:Marker4,Building_881:Marker4,Building_881:Marker4,Building_881:Marker5,Building_881:Marker5,Building_881:Marker5,Building_882:Marker1,Building_882:Marker1,Building_882:Marker1,Building_882:Marker2,Building_882:Marker2,Building_882:Marker2,Building_882:Marker3,Building_882:Marker3,Building_882:Marker3,Building_882:Marker4,Building_882:Marker4,Building_882:Marker4,Building_882:Marker5,Building_882:Marker5,Building_882:Marker5,Building_882:Marker6,Building_882:Marker6,Building_882:Marker6,Building_883:Marker1,Building_883:Marker1,Building_883:Marker1,Building_883:Marker2,Building_883:Marker2,Building_883:Marker2,Building_883:Marker3,Building_883:Marker3,Building_883:Marker3,Building_883:Marker4,Building_883:Marker4,Building_883:Marker4,Building_883:Marker5,Building_883:Marker5,Building_883:Marker5,Building_883:Marker6,Building_883:Marker6,Building_883:Marker6,Building_884:Marker1,Building_884:Marker1,Building_884:Marker1,Building_884:Marker2,Building_884:Marker2,Building_884:Marker2,Building_884:Marker3,Building_884:Marker3,Building_884:Marker3,Building_884:Marker4,Building_884:Marker4,Building_884:Marker4,Building_884:Marker5,Building_884:Marker5,Building_884:Marker5,Building_884:Marker6,Building_884:Marker6,Building_884:Marker6,Building_884:Marker7,Building_884:Marker7,Building_884:Marker7,Building_884:Marker8,Building_884:Marker8,Building_884:Marker8
-414.162018,130.535004,1.27316,-407.615021,-221.550995,0.592709,476.940002,-201.052994,-2.10631,372.989014,149.173004,-0.262737,-28.1523,142.896988,0.502825,-2054.475586,3355.988525,-1203.878662,-2047.372803,2992.336182,-1206.115845,-1160.007324,3010.911621,-1206.511719,-1260.936646,3369.732666,-1208.088257,-1646.959839,3001.413818,-1205.621826,-1038.051636,-3080.701416,-1518.458862,-1101.43689,-3013.46167,-1517.978882,-1452.939453,-3471.996094,-1510.88269,-1851.978027,-3053.131348,-1507.694092,-1154.857178,-2957.809082,-1517.943726,-1442.086304,-2660.55542,-1514.615967,-200.79097,-1095.803101,-1514.679688,221.214569,-1476.261475,-1516.969971,-164.447433,-1905.525146,-1513.626343,-586.052979,-1524.52478,-1512.513184,-355.968292,-1267.842529,-1513.012817,-397.915771,-1315.016968,-1513.43042,2334.075439,2703.951904,-1528.672485,1497.725464,2410.526855,-1517.783081,1508.812378,2168.914551,-1518.990601,1945.315308,1959.031982,-1527.019775,2354.228027,2222.659668,-1534.523071,1895.103882,2908.299316,-1521.760498,1485.086792,2654.668945,-1516.922974,1491.921143,2525.501953,-1518.158203
