Building_882:Marker1,Building_882:Marker1,Building_882:Marker1,Building_882:Marker2,Building_882:Marker2,Building_882:Marker2,Building_882:Marker3,Building_882:Marker3,Building_882:Marker3,Building_882:Marker4,Building_882:Marker4,Building_882:Marker4,Building_882:Marker5,Building_882:Marker5,Building_882:Marker5,Building_882:Marker6,Building_882:Marker6,Building_882:Marker6
2204.977051,-2022.77832,1514.607422,2203.23877,-1930.700928,1516.205811,2777.336914,-2006.027466,1515.733643,2762.500244,-1426.160156,1519.657959,2201.71582,-1853.296753,1517.91748,2193.75,-1438.620605,1518.817749
