Building_882[2.20171762 -1.85327423 4.20000000][2.20318365 -1.93065000 4.20000000][2.20481253 -2.02260447 4.20000000][2.77726698 -2.00599241 4.20000000][2.76240158 -1.42607355 4.20000000][2.19382691 -1.43861246 4.20000000]
Building_883[1.33588421 1.46848023 4.20000000][1.32649887 1.23677325 4.20000000][1.89591622 1.21527565 4.20000000][1.91788149 1.79328287 4.20000000][1.34950924 1.81433034 4.20000000][1.33810818 1.53237593 4.20000000]
Building_884[2.52812028 3.16203117 4.20000000][2.85664344 2.80975938 4.20000000][3.33186293 2.91493583 4.20000000][3.48970914 3.37349963 4.20000000][3.32378650 3.55053616 4.20000000][3.24690700 3.63523340 4.20000000][3.15966010 3.73076630 4.20000000][2.69102430 3.61669636 4.20000000]
Building_881[-0.67833060 1.60977578 4.20000000][-0.63334191 1.21108842 4.20000000][-0.27202371 1.25232613 4.20000000][-0.36565647 2.04196382 4.20000000][-0.73509532 2.09387922 4.20000000]
Building_880[2.95464635 -4.04981327 4.20000000][3.03621554 -4.02585840 4.20000000][3.34880948 -3.94423890 4.20000000][3.42936969 -3.92242455 4.20000000][3.60808253 -3.46084499 4.20000000][3.28557348 -3.08390093 4.20000000][2.79935670 -3.20765877 4.20000000][2.63251734 -3.66593313 4.20000000]
Building_887[-2.55340409 3.35277176 4.20000000][-2.31631780 2.92341065 4.20000000][-1.82255983 2.92102671 4.20000000][-1.57681990 3.34556007 4.20000000][-1.81847107 3.77858377 4.20000000][-2.04060435 3.78253865 4.20000000][-2.30689144 3.78301382 4.20000000][-2.43011141 3.57089758 4.20000000]
Building_886[3.08002377 1.37424874 4.20000000][3.07356334 1.17561162 4.20000000][3.35640788 1.18204081 4.20000000][3.65554881 1.17956626 4.20000000][3.65195227 1.75736654 4.20000000][3.08209062 1.75763702 4.20000000]
Building_888[0.26264563 3.04612589 4.20000000][0.64793515 3.07262897 4.20000000][1.04898703 3.10750151 4.20000000][1.11634004 3.46645188 4.20000000][0.23425311 3.39697003 4.20000000]
Building_885[1.06000519 -4.06839418 4.20000000][1.63071954 -4.08054495 4.20000000][1.63971150 -3.50004005 4.20000000][1.52107453 -3.50325871 4.20000000][1.22276139 -3.49778104 4.20000000][1.07059622 -3.49300599 4.20000000]
